Id,Car_Name,Aspirational_Value,Age,km_driven,fuel,transmission,selling_price
3747,Scorpio,Premium,8,15000,Diesel,Manual,800000
3749,Fiesta,General,10,38000,Petrol,Manual,350000
3753,A-Star,General,10,70000,Petrol,Automatic,150000
3762,Indigo,General,10,120000,Diesel,Manual,200000
3763,Ecosport,Premium,7,68000,Diesel,Manual,650000
3766,Accent,General,10,67000,CNG,Manual,185000
3773,Innova,General,9,70000,Diesel,Manual,700000
3774,WagonR,General,15,162000,LPG,Manual,70000
3775,Fortuner,Premium,12,175000,Diesel,Manual,1250000
3779,Innova,General,9,70000,Diesel,Manual,775000
3781,Amaze,General,7,80000,Petrol,Manual,360000
3782,Corolla,Premium,12,120000,Diesel,Manual,250000
3785,Alto,General,12,90000,Petrol,Manual,120000
3787,Thar,General,11,120000,Diesel,Manual,400000
3795,i20,General,5,65000,Petrol,Manual,620000
3797,Alto,General,15,70000,Petrol,Manual,100000
3805,Scala,General,7,60000,Diesel,Manual,370000
3806,Rapid,General,8,70000,Diesel,Manual,360000
3814,XUV500,Premium,7,70000,Diesel,Automatic,750000
3832,Bolero,General,4,35000,Diesel,Manual,795000
3833,Winger,General,11,220000,Diesel,Manual,300000
3838,Xylo,General,8,145000,Diesel,Manual,350000
3846,Indigo,General,9,100000,Diesel,Manual,220000
3853,Creta,Premium,5,23000,Petrol,Automatic,1035000
3856,Fortuner,Premium,3,5000,Diesel,Automatic,3100000
3860,i20,General,6,48220,Petrol,Manual,660000
3861,i20,General,5,11114,Petrol,Manual,700000
3866,Q5,Premium,7,30000,Diesel,Automatic,3200000
3867,Hector,General,3,18000,Petrol,Automatic,1860000
3873,Swift,General,4,30000,Petrol,Manual,600000
3882,Alto,General,20,90000,Petrol,Manual,61000
3887,Getz,General,15,90000,Petrol,Manual,110000
3891,Indica,General,12,160000,Petrol,Manual,90000
3901,EON,General,8,55000,Petrol,Manual,280000
3906,Linea,General,12,90000,Petrol,Manual,215000
3908,Nexon,General,4,35000,Petrol,Manual,775000
3910,Maruti 800,General,17,70000,Petrol,Manual,65000
3915,Sumo,General,6,60000,Diesel,Manual,500000
3925,Cruze,General,11,74000,Diesel,Manual,350000
3926,Figo,General,2,45000,Diesel,Manual,530000
3929,WR-V,Premium,5,29976,Petrol,Manual,725000
3932,Jazz,General,5,36000,Diesel,Manual,725000
3935,City,General,8,71318,Diesel,Manual,665000
3937,EON,General,8,30000,Petrol,Manual,225000
3939,Santro,General,14,67000,Petrol,Manual,145000
3946,i20,General,6,20000,Diesel,Manual,680000
3947,TUV,General,6,40000,Diesel,Manual,700000
3948,Indigo,General,11,120000,Diesel,Manual,180000
3951,Xylo,General,4,70000,Diesel,Manual,1100000
3962,GLS,General,6,77350,Diesel,Automatic,5500000
3966,Grand_i10,General,3,30000,Petrol,Manual,500000
3969,Figo,General,10,250000,Diesel,Manual,175000
3973,Creta,Premium,7,90000,Diesel,Manual,1025000
3985,Zen,General,20,97000,Petrol,Manual,93000
3986,Figo,General,10,125000,Diesel,Manual,290000
3988,XUV500,Premium,7,120000,Diesel,Manual,1000000
3989,i20,General,7,87000,Diesel,Manual,550000
3990,Punto,General,12,75000,Diesel,Manual,285000
3992,Creta,Premium,7,25000,Petrol,Manual,850000
3996,Sail,General,7,35000,Petrol,Manual,260000
3998,Safari,Premium,15,80000,Petrol,Manual,550000
4003,Swift,General,3,51000,Petrol,Manual,550000
4010,Linea,General,12,90000,Petrol,Manual,215000
4011,Scala,General,9,38500,Diesel,Manual,550000
4012,Nexon,General,4,35000,Petrol,Manual,775000
4013,Gypsy,General,20,49359,Petrol,Manual,409999
4014,Maruti 800,General,17,70000,Petrol,Manual,65000
4027,EON,General,4,20000,Petrol,Manual,300000
4028,Xcent,General,5,80000,Diesel,Manual,350000
4030,Celerio,General,5,14000,Petrol,Manual,430999
4033,Eeco,General,5,51000,Petrol,Manual,350000
4034,Alto,General,4,56000,Petrol,Manual,315000
4041,Alto,General,4,38900,Petrol,Manual,320000
4043,WagonR,General,14,110000,Petrol,Manual,120000
4049,TUV,General,4,40000,Diesel,Manual,784000
4052,XUV500,Premium,4,50000,Diesel,Automatic,1400000
4058,i10,General,11,28000,Petrol,Manual,250000
4060,Verna,General,5,31000,Diesel,Automatic,1050000
4063,i20,General,11,72000,Petrol,Manual,375000
4068,WagonR,General,4,14000,Petrol,Manual,440000
4070,Scorpio,Premium,9,110000,Diesel,Manual,450000
4072,Alto,General,3,5000,Petrol,Manual,300000
4073,Sail,General,8,100000,Petrol,Manual,170000
4074,Etios,General,10,120000,Diesel,Manual,280000
4076,Santro,General,13,100000,Petrol,Manual,140000
4080,Verna,General,12,130000,Diesel,Manual,300000
4081,Maruti 800,General,13,150000,Petrol,Manual,120000
4082,Creta,Premium,6,52600,Diesel,Manual,535000
4084,Grand_i10,General,5,19890,Petrol,Automatic,550000
4093,City,General,7,63240,Diesel,Manual,575000
4105,Jazz,General,7,38000,Diesel,Manual,450000
4108,Santro,General,16,110000,Petrol,Manual,80000
4117,i10,General,10,40000,Petrol,Manual,240000
4121,Swift,General,13,52536,Petrol,Manual,199000
4122,Xylo,General,11,100000,Diesel,Manual,330000
4123,Ritz,General,13,80000,Petrol,Manual,150000
4127,Swift,General,7,90000,Diesel,Manual,350000
4128,Scorpio,Premium,16,50000,Diesel,Manual,125000
4129,Santro,General,14,90000,Petrol,Manual,150000
4130,EON,General,7,25000,Petrol,Manual,250000
4132,S-Cross,General,4,30000,Diesel,Manual,950000
4141,Beat,General,11,56000,Diesel,Manual,221000
4144,SX4,General,14,10000,Petrol,Manual,350000
4150,SX4,General,5,90000,Diesel,Manual,700000
4151,Nano,General,8,7000,Petrol,Manual,45000
4152,Indigo,General,10,120000,Diesel,Manual,125000
4154,Ecosport,Premium,4,37161,Diesel,Manual,800000
4162,Accord,General,13,40000,Petrol,Automatic,428000
4165,Ertiga,General,5,40000,Diesel,Manual,500000
4167,Scorpio,Premium,6,60000,Diesel,Manual,509999
4170,Amaze,General,9,65000,Diesel,Manual,325000
4172,Creta,Premium,7,84000,Diesel,Manual,850000
4174,Swift,General,15,50000,Diesel,Manual,225000
4178,KWID,General,7,14365,Petrol,Manual,275000
4179,Fortuner,Premium,5,41000,Diesel,Automatic,2750000
4188,SX4,General,15,80000,Petrol,Manual,160000
4189,Ciaz,General,5,51500,Diesel,Manual,749000
4191,EcoSport,Premium,8,79800,Diesel,Manual,550000
4197,Endeavour,Premium,6,126000,Diesel,Automatic,1800000
4206,Ecosport,Premium,7,135000,Diesel,Manual,550000
4208,Ameo,General,5,98000,Diesel,Manual,590000
4213,Punto,General,5,70000,Diesel,Manual,450000
4219,Swift,General,7,90000,Diesel,Manual,484999
4221,XUV500,Premium,7,70000,Diesel,Manual,1225000
4223,Verito,General,7,120000,Diesel,Manual,350000
4231,Grand_i10,General,5,66000,Diesel,Manual,490000
4232,Ertiga,General,5,64000,Diesel,Manual,880000
4233,Santro,General,9,49000,Petrol,Manual,290000
4234,Sumo,General,16,100000,Diesel,Manual,115999
4236,Jazz,General,13,50000,Petrol,Manual,300000
4238,Swift,General,8,101000,Diesel,Manual,480000
4239,Swift,General,6,55000,Diesel,Manual,630000
4240,City,General,15,115000,Petrol,Manual,190000
4246,Ertiga,General,5,60000,Diesel,Manual,890000
4250,Baleno,General,5,52000,Petrol,Manual,625000
4255,Brezza,General,5,72000,Diesel,Manual,685000
4259,Swift,General,6,55000,Diesel,Manual,630000
4266,Ertiga,General,5,60000,Diesel,Manual,890000
4268,XUV500,Premium,8,118000,Diesel,Manual,650000
4270,Indigo,General,7,110000,Diesel,Manual,300000
4271,Amaze,General,2,1000,Petrol,Manual,614000
4275,WagonR,General,9,52000,Petrol,Manual,290000
4278,Alto,General,17,124000,Petrol,Manual,100000
4281,Alto,General,14,120000,Petrol,Manual,110000
4282,Swift,General,3,40000,Diesel,Manual,680000
4287,XUV500,Premium,7,45000,Diesel,Automatic,740000
4288,Scorpio,Premium,7,50000,Diesel,Manual,630000
4290,Santro,General,3,5007,Petrol,Automatic,484999
4295,BMW_730LD,Premium,16,30000,Diesel,Automatic,1050000
4296,Verna,General,12,38000,Petrol,Manual,190000
4297,Q5,Premium,4,22000,Diesel,Automatic,3899000
4301,Alto,General,4,35000,Petrol,Manual,200000
4306,Endeavour,Premium,3,10000,Diesel,Automatic,2800000
4317,Alto,General,7,40000,Petrol,Manual,155000
4319,City,General,17,150000,Petrol,Manual,65000
4321,Verito,General,10,112198,Diesel,Manual,200000
4325,Scorpio,Premium,7,120000,Diesel,Manual,750000
4329,i20,General,8,80000,Diesel,Manual,409999
4330,Maruti 800,General,13,83000,Petrol,Manual,110000
